participant_id,stationary_ratio,Tik-norm,Total_Variation,graph_energy,spectral_entropy,signal_energy,signal_power,unique_clusters,avg_degree,heat_trace,diffusion_distance
sub-052_task-eyesclosed_eeg.set,0.03404614915488385,1.1830762286800953,1.4749190326973658,57767597.82461372,8.935903526274423,0.0001431011934165479,9.908605173971392e-10,8.0,7599.999713802622,0.0,157028611.44037852
sub-075_task-eyesclosed_eeg.set,0.0536512411118681,1.185558187242105,1.4756919777246753,55972839.82233307,8.920121751872404,0.00014553235355461308,1.0237138240433031e-09,8.0,7480.999708945879,0.0,152149953.3762974
sub-060_task-eyesclosed_eeg.set,0.06724682217505595,1.3929717326882085,1.5363868228738677,56017737.639515385,8.92052268739398,0.0001576848031692798,1.1087738889357346e-09,8.0,7483.999684637995,0.0,152271998.29688087
sub-078_task-eyesclosed_eeg.set,0.03808465595353415,2.72733989033752,1.8173970299260676,75837968.69706783,9.071997422354436,0.00018962990411913988,1.14599087379596e-09,8.0,8707.999620744959,0.0,206148972.2164852
sub-031_task-eyesclosed_eeg.set,0.06281896111845203,7.487284440765335,2.3393547271971427,132422550.52741912,9.350710824823459,0.00023777480183522227,1.0874573756748153e-09,8.0,11506.999524454219,0.0,359961812.7768839
sub-004_task-eyesclosed_eeg.set,0.03881600389715561,0.9616914090793607,1.400470393003306,49850658.038682565,8.862200330487289,0.00013888441308721505,1.0352222404381405e-09,8.0,7059.999722232342,0.0,135508137.8832769
sub-033_task-eyesclosed_eeg.set,0.033544311928580706,0.809032623567575,1.3412400292940003,49765968.20107509,8.861350110795998,0.00012749368228462174,9.511225268305735e-10,8.0,7053.999745014187,0.0,135277927.03665382
sub-076_task-eyesclosed_eeg.set,0.08615535108673981,1.6868100692808103,1.6116901216242736,67035153.40245479,9.010302809376448,0.0001586249237422614,1.0196057628328952e-09,8.0,8186.999682761944,0.0,182220439.36185783
sub-014_task-eyesclosed_eeg.set,0.033409026924196394,3.75477662714612,1.9686160623335949,87319676.12455055,9.142489705068007,0.00020736958699072477,1.167867502643259e-09,8.0,9343.999585291662,0.0,237359488.87629604
sub-055_task-eyesclosed_eeg.set,0.031187228628940602,1.8316386865385887,1.6452236725085192,66349167.293238916,9.005159521036145,0.0001661408200556075,1.0734410807104756e-09,8.0,8144.999667718993,0.0,180355735.78660056
sub-016_task-eyesclosed_eeg.set,0.0751150668217878,4.106788880449344,2.013217014774512,94546447.94695699,9.182249491809657,0.00020840815228783077,1.1280171853530952e-09,8.0,9722.999583191793,0.0,257003891.3995631
sub-054_task-eyesclosed_eeg.set,0.04486803565696844,2.0142729000038604,1.684785341519474,70165749.1614982,9.033125752550374,0.00016942881704396791,1.064496015761438e-09,8.0,8375.999661155327,0.0,190730280.92591688
sub-074_task-eyesclosed_eeg.set,0.07405385892258703,4.673151473977811,2.079301478690208,102910875.67650509,9.224637676677007,0.0002130878837392589,1.1054789831735336e-09,8.0,10143.999573829973,0.0,279740763.3022514
sub-050_task-eyesclosed_eeg.set,0.03748240773392337,2.0864915671496878,1.6996877965936839,66855149.11106123,9.008958312443486,0.00017668182393991885,1.1371525065214358e-09,8.0,8175.999646699429,0.0,181731136.96751785
sub-085_task-eyesclosed_eeg.set,0.060935782536656144,0.4317376520609704,1.1463572426239046,31365598.685865,8.63052187672324,0.00011731341856807856,1.1023709471171276e-09,8.0,5599.9997653749315,0.0,85260536.9465259
sub-064_task-eyesclosed_eeg.set,0.038127375616003906,2.4783182690205114,1.774411189173192,71918876.85146472,9.045465728785949,0.0001857003408787631,1.152394131419718e-09,8.0,8479.999628754245,0.0,195495776.0685212
sub-023_task-eyesclosed_eeg.set,0.05827328451639915,1.8802602650165794,1.6560349185217969,69680753.25754821,9.029657471850737,0.00016426843751336798,1.0356142130367581e-09,8.0,8346.999671483973,0.0,189411925.3733314
sub-056_task-eyesclosed_eeg.set,0.04266387449356333,1.7827270180920847,1.634128519131031,62623479.329623796,8.976262255609193,0.00016873115933542952,1.1220293667363512e-09,8.0,7912.999662575663,0.0,170228265.89659807
sub-086_task-eyesclosed_eeg.set,0.044006607753859506,6.253852179016786,2.2364124472581817,33495150.99845864,8.663369301573834,0.00043438506217550083,3.944704413765398e-09,8.0,5786.999135877443,0.0,91049260.3006043
sub-073_task-eyesclosed_eeg.set,0.09856339500083185,1.8531781544889434,1.650039310054441,73025567.27737013,9.05310159554969,0.00015929352353918596,9.810254862611976e-10,8.0,8544.99968141471,0.0,198504072.5429895
sub-028_task-eyesclosed_eeg.set,0.035596821462711925,1.5261852560868614,1.5718706730996423,66936939.52922246,9.009569671513697,0.00015100848863365085,9.712507443646385e-10,8.0,8180.999698022788,0.0,181953466.3749474
sub-019_task-eyesclosed_eeg.set,0.04003750007049195,2.563242650077396,1.7894205807839854,84391778.7979738,9.125435864885738,0.00017427174494990722,9.983757795317674e-10,8.0,9185.999651461174,0.0,229400638.77786857
sub-058_task-eyesclosed_eeg.set,0.044501150409855104,1.1996990295811698,1.4800727906577342,57267053.80938441,8.931551966694522,0.00014473516148537417,1.0065335846907463e-09,8.0,7566.999710542339,0.0,155667991.73943606
sub-043_task-eyesclosed_eeg.set,0.03594171465527933,1.7015020837975496,1.615188147986389,68732387.39116712,9.02280524812934,0.00015733047288676811,9.987352651221507e-10,8.0,8289.999685341589,0.0,186833999.67201743
sub-065_task-eyesclosed_eeg.set,0.03471343666418489,2.2604485246776203,1.7340581348531967,78154436.99304222,9.08704215563169,0.00017005773920326865,1.0123748671447982e-09,8.0,8839.999659884877,0.0,212445785.89163545
sub-081_task-eyesclosed_eeg.set,0.05064957715791152,1.6923103769658885,1.6130023577367516,67971777.39822324,9.017240942010348,0.00015777945040471782,1.0071778135108604e-09,8.0,8243.999684441875,0.0,184766447.34965405
sub-079_task-eyesclosed_eeg.set,0.05155201850186048,1.7048279404754698,1.615976855688654,66691719.388618656,9.007734471879523,0.00015987896842595945,1.0303196831183994e-09,8.0,8165.99968025207,0.0,181286888.92277193
sub-017_task-eyesclosed_eeg.set,0.04206847412538648,2.42141520369731,1.7641370217901562,71123918.88782038,9.03990785957464,0.00018450301385782304,1.1513719350574005e-09,8.0,8432.999630996013,0.0,193334856.2815586
sub-069_task-eyesclosed_eeg.set,0.033933431429737926,0.4275562893586732,1.1435714981256428,40455958.69224417,8.757783656334169,0.00010279664890042834,8.505416151680449e-10,8.0,6359.999794410341,0.0,109970697.36601737
sub-063_task-eyesclosed_eeg.set,0.05835774714750055,1.2068343036787188,1.4822686023243663,64794447.802879676,8.993303139093733,0.0001364675680993361,8.922346065941227e-10,8.0,8048.9997270658,0.0,176129570.04760653
sub-039_task-eyesclosed_eeg.set,0.04512666475265446,1.8351568288356483,1.6460131249520167,72258497.29064065,9.047821442478408,0.00015936798259923228,9.866641487122747e-10,8.0,8499.999681289339,0.0,196418960.1369062
sub-046_task-eyesclosed_eeg.set,0.053076244123252375,1.2048128701921543,1.4816475163842182,56708427.80472052,8.92665032079394,0.00014576185695145202,1.0186679759713184e-09,8.0,7529.999708500933,0.0,154149488.82205358
sub-053_task-eyesclosed_eeg.set,0.0544751581546986,1.7146304503993244,1.6182947710946143,60925827.381121874,8.962519832949532,0.00016775116024570264,1.1310461921084246e-09,8.0,7804.9996645044685,0.0,165613569.45393652
sub-071_task-eyesclosed_eeg.set,0.032226547914608404,0.4022790922635011,1.1262812734319856,38297530.73149043,8.730367211692958,0.00010248844424009604,8.71505257540863e-10,8.0,6187.999795038039,0.0,104103481.86226238
sub-013_task-eyesclosed_eeg.set,0.05088560946347993,2.315032212471766,1.744432854029362,70232776.95695384,9.033603193476129,0.00018154658485310414,1.1400858448307027e-09,8.0,8379.999636911327,0.0,190912481.36430576
sub-083_task-eyesclosed_eeg.set,0.06245774958626933,2.5812679876956905,1.7925582273752612,83384288.78673482,9.11943049661634,0.00017593514017547353,1.0139885766987205e-09,8.0,9130.999648131277,0.0,226661996.98796278
sub-061_task-eyesclosed_eeg.set,0.03536182661404448,1.7926214363466988,1.6363912333951411,64521053.322223574,8.991188841931512,0.00016667750158997976,1.0920465124334236e-09,8.0,8031.999666653003,0.0,175386406.79883742
sub-067_task-eyesclosed_eeg.set,0.05908386936047152,0.5385308560205346,1.2114838968308874,41351328.53230669,8.768729817231666,0.00011411832600430696,9.33949174023083e-10,8.0,6429.999771778369,0.0,112404564.93200971
sub-066_task-eyesclosed_eeg.set,0.03722291838994989,0.3382305158478087,1.0784951460399992,30222504.836848162,8.611957767860662,0.00010578555000024269,1.0126146232261801e-09,8.0,5496.999788440917,0.0,82153285.70852005
sub-020_task-eyesclosed_eeg.set,0.02808594727159099,3.0932662126004145,1.8755097330930752,75559552.48246302,9.070158341376322,0.00020232059628565928,1.22494427670302e-09,8.0,8691.999595359832,0.0,205392158.47957692
sub-070_task-eyesclosed_eeg.set,0.05116016827179638,0.1550034296111732,0.8873609742230539,22948889.212590463,8.474285690404962,8.217602338134916e-05,9.027454448252581e-10,8.0,4789.9998356481865,0.0,62381548.52990445
sub-034_task-eyesclosed_eeg.set,0.06195177348167754,3.1637223986158407,1.8860994574619934,94060898.44262864,9.179674957665299,0.0001833893920495947,9.951581570354078e-10,8.0,9697.999633222873,0.0,255684031.00513035
sub-042_task-eyesclosed_eeg.set,0.050620845440434804,3.258640008469788,1.900089658104614,92746526.38965909,9.172638504792172,0.0001874521610271849,1.0243901525301652e-09,8.0,9629.99962513333,0.0,252111197.33770853
sub-001_task-eyesclosed_eeg.set,0.03698783601270022,0.41713576900173294,1.136539033433044,35970004.708278954,8.699014623168509,0.00010767952808313504,9.44871595059808e-10,8.0,5996.999784641373,0.0,97776610.16810097
sub-035_task-eyesclosed_eeg.set,0.03034961101427963,0.9829797919823982,1.4081572167763174,54915508.01709317,8.910585718290132,0.00013381101232191281,9.500941048098506e-10,8.0,7409.9997324373435,0.0,149275827.54346225
sub-044_task-eyesclosed_eeg.set,0.03080120518886485,2.522788667660693,1.7823180925566666,77713036.82334203,9.08421009483197,0.00018016561716422436,1.075588067477148e-09,8.0,8814.999639671283,0.0,211245935.83125994
sub-072_task-eyesclosed_eeg.set,0.031571771350295444,0.6756345353384785,1.2821621671658339,43224048.35606009,8.790877754224166,0.00012501508020712048,1.0007201520660152e-09,8.0,6573.999749971117,0.0,117495145.19871342
sub-080_task-eyesclosed_eeg.set,0.048569760521488765,2.444277478676136,1.7682864718123057,83749948.87316279,9.121618441915377,0.00017083190203015305,9.824217150446397e-10,8.0,9150.999658343837,0.0,227655964.15629196
sub-032_task-eyesclosed_eeg.set,0.03537035105398583,1.7062182552154834,1.616306218791485,63640503.38755405,8.98431767991113,0.00016373063568707078,1.0801305288583958e-09,8.0,7976.9996725437495,0.0,172992823.91237453
sub-015_task-eyesclosed_eeg.set,0.04403285510937929,2.469593480447584,1.7728474430304417,81243178.85701175,9.10642325855641,0.0001743423978826733,1.0179484023010069e-09,8.0,9012.999651321474,0.0,220841856.7732642
sub-027_task-eyesclosed_eeg.set,0.03167712650052287,2.338240969098275,1.7487886028610715,68252378.94173825,9.019300924562504,0.0001850931817816558,1.1790250924692585e-09,8.0,8260.99962984002,0.0,185529201.42642823
sub-003_task-eyesclosed_eeg.set,0.048939763849055656,0.017792464488461817,0.5165043990680385,9366659.733223196,8.026170194946427,4.358008853520574e-05,7.492875766513573e-10,8.0,3059.9999128465197,0.0,25461220.94617965
sub-057_task-eyesclosed_eeg.set,0.031147719121359493,1.4858813604487395,1.5613886983237668,63433257.56206521,8.982686665184087,0.0001530417731858441,1.0112760368095197e-09,8.0,7963.999693919046,0.0,172429471.35092437
sub-018_task-eyesclosed_eeg.set,0.036481133419963195,2.2828939587239745,1.7383468403378428,71410946.9781501,9.04192172035122,0.00017879081260590803,1.113459310539738e-09,8.0,8449.999642426941,0.0,194115079.5237591
